epoch,value
0,0.001521083
1,0.00152079
2,0.001520476
3,0.001520158
4,0.001519831
5,0.001519493
6,0.001519152
7,0.001518809
8,0.00151846
9,0.001518105
10,0.001517742
11,0.001517374
12,0.001517006
13,0.001516634
14,0.001516254
15,0.001515869
16,0.001515475
17,0.001515084
18,0.001514683
19,0.001514278
20,0.001513866
21,0.001513451
22,0.001513029
23,0.001512605
24,0.001512171
25,0.001511735
26,0.00151129
27,0.001510842
28,0.001510387
29,0.001509923
30,0.001509456
31,0.001508987
32,0.001508499
33,0.001508014
34,0.001507525
35,0.001507024
36,0.001506514
37,0.001506003
38,0.001505486
39,0.001504952
40,0.001504422
41,0.001503879
42,0.001503328
43,0.001502773
44,0.00150221
45,0.001501635
46,0.001501054
47,0.001500467
48,0.001499869
49,0.001499263
50,0.001498653
51,0.001498027
52,0.001497396
53,0.001496766
54,0.00149611
55,0.001495457
56,0.001494785
57,0.001494112
58,0.00149343
59,0.00149273
60,0.001492027
61,0.00149131
62,0.001490586
63,0.001489849
64,0.001489105
65,0.001488358
66,0.00148758
67,0.001486812
68,0.001486012
69,0.001485224
70,0.001484401
71,0.001483588
72,0.001482746
73,0.001481906
74,0.00148104
75,0.001480182
76,0.001479288
77,0.001478402
78,0.001477486
79,0.00147656
80,0.001475635
81,0.001474678
82,0.001473728
83,0.00147275
84,0.001471756
85,0.001470761
86,0.001469738
87,0.001468712
88,0.001467669
89,0.001466601
90,0.001465528
91,0.00146444
92,0.001463329
93,0.001462209
94,0.001461076
95,0.001459918
96,0.001458744
97,0.00145756
98,0.001456361
99,0.001455135
100,0.001453896
101,0.001452642
102,0.00145137
103,0.001450079
104,0.001448772
105,0.001447442
106,0.001446091
107,0.00144473
108,0.001443345
109,0.00144194
110,0.001440518
111,0.001439074
112,0.001437612
113,0.001436128
114,0.001434623
115,0.001433099
116,0.001431552
117,0.001429987
118,0.0014284
119,0.00142679
120,0.001425157
121,0.0014235
122,0.001421821
123,0.00142012
124,0.001418398
125,0.001416652
126,0.001414882
127,0.001413088
128,0.001411268
129,0.001409424
130,0.001407557
131,0.001405665
132,0.001403749
133,0.001401804
134,0.001399837
135,0.00139784
136,0.001395821
137,0.001393775
138,0.001391697
139,0.001389598
140,0.001387469
141,0.001385313
142,0.001383127
143,0.001380915
144,0.001378673
145,0.001376408
146,0.001374111
147,0.001371784
148,0.001369429
149,0.001367042
150,0.001364628
151,0.001362183
152,0.00135971
153,0.001357201
154,0.001354668
155,0.001352102
156,0.001349503
157,0.001346874
158,0.00134421
159,0.001341522
160,0.001338798
161,0.001336041
162,0.001333253
163,0.001330432
164,0.001327576
165,0.001324689
166,0.001321769
167,0.001318818
168,0.00131583
169,0.001312813
170,0.001309758
171,0.001306673
172,0.001303551
173,0.0013004
174,0.001297209
175,0.001293985
176,0.001290728
177,0.001287441
178,0.001284108
179,0.001280749
180,0.001277357
181,0.001273922
182,0.001270458
183,0.00126696
184,0.001263423
185,0.001259851
186,0.001256248
187,0.001252609
188,0.001248933
189,0.001245225
190,0.001241483
191,0.001237702
192,0.001233884
193,0.001230035
194,0.001226148
195,0.001222229
196,0.001218277
197,0.001214289
198,0.001210264
199,0.001206207
200,0.001202115
201,0.001197989
202,0.00119383
203,0.001189636
204,0.001185406
205,0.001181145
206,0.001176849
207,0.001172524
208,0.001168164
209,0.001163765
210,0.001159343
211,0.001154881
212,0.001150391
213,0.001145868
214,0.001141311
215,0.001136725
216,0.001132106
217,0.001127457
218,0.001122782
219,0.001118075
220,0.001113332
221,0.001108569
222,0.001103769
223,0.001098946
224,0.001094086
225,0.001089206
226,0.001084297
227,0.001079359
228,0.001074392
229,0.001069402
230,0.001064381
231,0.00105934
232,0.001054272
233,0.001049177
234,0.001044058
235,0.001038917
236,0.001033752
237,0.001028564
238,0.001023351
239,0.001018119
240,0.001012863
241,0.001007591
242,0.001002293
243,0.000996979
244,0.00099164
245,0.000986286
246,0.000980911
247,0.000975525
248,0.000970112
249,0.000964691
250,0.000959251
251,0.000953792
252,0.00094832
253,0.000942837
254,0.000937337
255,0.000931823
256,0.000926299
257,0.00092076
258,0.00091521
259,0.00090965
260,0.000904084
261,0.000898502
262,0.000892918
263,0.000887319
264,0.000881718
265,0.000876108
266,0.000870492
267,0.000864872
268,0.000859245
269,0.000853615
270,0.000847981
271,0.000842344
272,0.000836707
273,0.00083107
274,0.000825426
275,0.000819791
276,0.000814151
277,0.000808516
278,0.000802878
279,0.000797248
280,0.000791616
281,0.000785989
282,0.000780361
283,0.000774756
284,0.000769138
285,0.000763544
286,0.000757953
287,0.000752369
288,0.00074679
289,0.000741223
290,0.000735663
291,0.000730113
292,0.000724582
293,0.000719055
294,0.000713553
295,0.000708047
296,0.000702566
297,0.000697098
298,0.000691642
299,0.000686194
300,0.00068076
301,0.000675326
302,0.000669886
303,0.000664446
304,0.000659012
305,0.000653561
306,0.000648118
307,0.000642661
308,0.000637197
309,0.000631729
310,0.000626252
311,0.000620767
312,0.000615278
313,0.000609777
314,0.000604286
315,0.000598811
316,0.000593351
317,0.000587911
318,0.000582488
319,0.000577089
320,0.000571712
321,0.000566353
322,0.000561025
323,0.000555711
324,0.000550426
325,0.000545162
326,0.000539936
327,0.00053473
328,0.000529552
329,0.000524403
330,0.000519279
331,0.000514185
332,0.000509116
333,0.000504089
334,0.00049908
335,0.000494111
336,0.000489164
337,0.000484256
338,0.00047938
339,0.000474533
340,0.00046972
341,0.000464936
342,0.000460185
343,0.000455471
344,0.000450792
345,0.000446138
346,0.00044153
347,0.000436953
348,0.000432402
349,0.000427894
350,0.000423417
351,0.000418978
352,0.000414571
353,0.000410204
354,0.000405867
355,0.000401567
356,0.000397306
357,0.000393076
358,0.000388884
359,0.000384725
360,0.000380602
361,0.000376517
362,0.000372469
363,0.000368454
364,0.000364474
365,0.000360534
366,0.000356623
367,0.000352754
368,0.000348918
369,0.000345117
370,0.000341355
371,0.000337624
372,0.000333931
373,0.000330272
374,0.00032665
375,0.000323063
376,0.000319508
377,0.000315991
378,0.000312506
379,0.000309059
380,0.000305644
381,0.000302264
382,0.00029892
383,0.000295608
384,0.000292328
385,0.000289088
386,0.000285875
387,0.000282699
388,0.000279551
389,0.000276443
390,0.000273364
391,0.000270317
392,0.000267308
393,0.000264325
394,0.000261378
395,0.000258457
396,0.000255571
397,0.000252717
398,0.000249893
399,0.000247105
400,0.000244342
401,0.000241611
402,0.000238909
403,0.000236239
404,0.000233599
405,0.000230988
406,0.000228405
407,0.000225848
408,0.000223327
409,0.000220832
410,0.000218366
411,0.000215928
412,0.000213516
413,0.000211133
414,0.000208777
415,0.000206446
416,0.000204146
417,0.00020187
418,0.000199625
419,0.000197402
420,0.000195206
421,0.000193034
422,0.000190892
423,0.000188773
424,0.000186678
425,0.000184611
426,0.000182565
427,0.000180547
428,0.000178552
429,0.000176579
430,0.000174631
431,0.000172708
432,0.000170805
433,0.000168926
434,0.000167072
435,0.000165237
436,0.000163427
437,0.00016164
438,0.000159872
439,0.000158129
440,0.000156406
441,0.000154703
442,0.00015302
443,0.000151362
444,0.00014972
445,0.0001481
446,0.000146498
447,0.00014492
448,0.00014336
449,0.000141819
450,0.000140296
451,0.000138795
452,0.00013731
453,0.000135845
454,0.000134399
455,0.000132969
456,0.000131557
457,0.000130164
458,0.000128789
459,0.000127429
460,0.000126088
461,0.000124763
462,0.000123456
463,0.000122164
464,0.000120889
465,0.00011963
466,0.000118385
467,0.000117159
468,0.000115945
469,0.000114749
470,0.000113566
471,0.000112399
472,0.000111248
473,0.00011011
474,0.000108986
475,0.000107877
476,0.000106782
477,0.000105699
478,0.000104632
479,0.000103577
480,0.000102536
481,0.000101508
482,0.000100493
483,9.95E-05
484,9.85E-05
485,9.75E-05
486,9.66E-05
487,9.56E-05
488,9.47E-05
489,9.37E-05
490,9.28E-05
491,9.19E-05
492,9.10E-05
493,9.01E-05
494,8.93E-05
495,8.84E-05
496,8.75E-05
497,8.67E-05
498,8.59E-05
499,8.51E-05
500,8.42E-05
501,8.34E-05
502,8.27E-05
503,8.19E-05
504,8.11E-05
505,8.03E-05
506,7.96E-05
507,7.88E-05
508,7.81E-05
509,7.74E-05
510,7.67E-05
511,7.60E-05
512,7.53E-05
513,7.46E-05
514,7.39E-05
515,7.32E-05
516,7.25E-05
517,7.19E-05
518,7.12E-05
519,7.06E-05
520,7.00E-05
521,6.93E-05
522,6.87E-05
523,6.81E-05
524,6.75E-05
525,6.69E-05
526,6.63E-05
527,6.57E-05
528,6.51E-05
529,6.46E-05
530,6.40E-05
531,6.34E-05
532,6.29E-05
533,6.23E-05
534,6.18E-05
535,6.13E-05
536,6.07E-05
537,6.02E-05
538,5.97E-05
539,5.92E-05
540,5.87E-05
541,5.82E-05
542,5.77E-05
543,5.72E-05
544,5.67E-05
545,5.62E-05
546,5.58E-05
547,5.53E-05
548,5.49E-05
549,5.44E-05
550,5.39E-05
551,5.35E-05
552,5.31E-05
553,5.26E-05
554,5.22E-05
555,5.18E-05
556,5.13E-05
557,5.09E-05
558,5.05E-05
559,5.01E-05
560,4.97E-05
561,4.93E-05
562,4.89E-05
563,4.85E-05
564,4.81E-05
565,4.77E-05
566,4.73E-05
567,4.70E-05
568,4.66E-05
569,4.62E-05
570,4.59E-05
571,4.55E-05
572,4.51E-05
573,4.48E-05
574,4.44E-05
575,4.41E-05
576,4.37E-05
577,4.34E-05
578,4.31E-05
579,4.27E-05
580,4.24E-05
581,4.21E-05
582,4.17E-05
583,4.14E-05
584,4.11E-05
585,4.08E-05
586,4.05E-05
587,4.02E-05
588,3.99E-05
589,3.96E-05
590,3.93E-05
591,3.90E-05
592,3.87E-05
593,3.84E-05
594,3.81E-05
595,3.78E-05
596,3.75E-05
597,3.72E-05
598,3.69E-05
599,3.67E-05
600,3.64E-05
601,3.61E-05
602,3.59E-05
603,3.56E-05
604,3.53E-05
605,3.51E-05
606,3.48E-05
607,3.45E-05
608,3.43E-05
609,3.40E-05
610,3.38E-05
611,3.35E-05
612,3.33E-05
613,3.31E-05
614,3.28E-05
615,3.26E-05
616,3.23E-05
617,3.21E-05
618,3.19E-05
619,3.16E-05
620,3.14E-05
621,3.12E-05
622,3.09E-05
623,3.07E-05
624,3.05E-05
625,3.03E-05
626,3.01E-05
627,2.98E-05
628,2.96E-05
629,2.94E-05
630,2.92E-05
631,2.90E-05
632,2.88E-05
633,2.86E-05
634,2.84E-05
635,2.82E-05
636,2.80E-05
637,2.78E-05
638,2.76E-05
639,2.74E-05
640,2.72E-05
641,2.70E-05
642,2.68E-05
643,2.66E-05
644,2.64E-05
645,2.62E-05
646,2.61E-05
647,2.59E-05
648,2.57E-05
649,2.55E-05
650,2.53E-05
651,2.52E-05
652,2.50E-05
653,2.48E-05
654,2.46E-05
655,2.45E-05
656,2.43E-05
657,2.41E-05
658,2.39E-05
659,2.38E-05
660,2.36E-05
661,2.34E-05
662,2.33E-05
663,2.31E-05
664,2.30E-05
665,2.28E-05
666,2.26E-05
667,2.25E-05
668,2.23E-05
669,2.22E-05
670,2.20E-05
671,2.19E-05
672,2.17E-05
673,2.16E-05
674,2.14E-05
675,2.13E-05
676,2.11E-05
677,2.10E-05
678,2.08E-05
679,2.07E-05
680,2.05E-05
681,2.04E-05
682,2.03E-05
683,2.01E-05
684,2.00E-05
685,1.98E-05
686,1.97E-05
687,1.96E-05
688,1.94E-05
689,1.93E-05
690,1.92E-05
691,1.90E-05
692,1.89E-05
693,1.88E-05
694,1.86E-05
695,1.85E-05
696,1.84E-05
697,1.83E-05
698,1.81E-05
699,1.80E-05
700,1.79E-05
701,1.78E-05
702,1.76E-05
703,1.75E-05
704,1.74E-05
705,1.73E-05
706,1.72E-05
707,1.70E-05
708,1.69E-05
709,1.68E-05
710,1.67E-05
711,1.66E-05
712,1.65E-05
713,1.64E-05
714,1.62E-05
715,1.61E-05
716,1.60E-05
717,1.59E-05
718,1.58E-05
719,1.57E-05
720,1.56E-05
721,1.55E-05
722,1.54E-05
723,1.53E-05
724,1.52E-05
725,1.51E-05
726,1.50E-05
727,1.49E-05
728,1.48E-05
729,1.47E-05
730,1.46E-05
731,1.45E-05
732,1.44E-05
733,1.43E-05
734,1.42E-05
735,1.41E-05
736,1.40E-05
737,1.39E-05
738,1.38E-05
739,1.37E-05
740,1.36E-05
741,1.35E-05
742,1.34E-05
743,1.33E-05
744,1.32E-05
745,1.31E-05
746,1.30E-05
747,1.30E-05
748,1.29E-05
749,1.28E-05
750,1.27E-05
751,1.26E-05
752,1.25E-05
753,1.24E-05
754,1.23E-05
755,1.23E-05
756,1.22E-05
757,1.21E-05
758,1.20E-05
759,1.19E-05
760,1.19E-05
761,1.18E-05
762,1.17E-05
763,1.16E-05
764,1.15E-05
765,1.15E-05
766,1.14E-05
767,1.13E-05
768,1.12E-05
769,1.11E-05
770,1.11E-05
771,1.10E-05
772,1.09E-05
773,1.08E-05
774,1.08E-05
775,1.07E-05
776,1.06E-05
777,1.06E-05
778,1.05E-05
779,1.04E-05
780,1.03E-05
781,1.03E-05
782,1.02E-05
783,1.01E-05
784,1.01E-05
785,9.99E-06
786,9.92E-06
787,9.85E-06
788,9.79E-06
789,9.72E-06
790,9.65E-06
791,9.59E-06
792,9.52E-06
793,9.46E-06
794,9.39E-06
795,9.33E-06
796,9.26E-06
797,9.20E-06
798,9.14E-06
799,9.08E-06
800,9.01E-06
801,8.95E-06
802,8.89E-06
803,8.83E-06
804,8.77E-06
805,8.71E-06
806,8.65E-06
807,8.59E-06
808,8.53E-06
809,8.48E-06
810,8.42E-06
811,8.36E-06
812,8.30E-06
813,8.25E-06
814,8.19E-06
815,8.14E-06
816,8.08E-06
817,8.02E-06
818,7.97E-06
819,7.91E-06
820,7.86E-06
821,7.81E-06
822,7.75E-06
823,7.70E-06
824,7.65E-06
825,7.60E-06
826,7.54E-06
827,7.49E-06
828,7.44E-06
829,7.39E-06
830,7.34E-06
831,7.29E-06
832,7.24E-06
833,7.19E-06
834,7.14E-06
835,7.09E-06
836,7.04E-06
837,7.00E-06
838,6.95E-06
839,6.90E-06
840,6.86E-06
841,6.81E-06
842,6.76E-06
843,6.72E-06
844,6.67E-06
845,6.62E-06
846,6.58E-06
847,6.53E-06
848,6.49E-06
849,6.45E-06
850,6.40E-06
851,6.36E-06
852,6.32E-06
853,6.27E-06
854,6.23E-06
855,6.19E-06
856,6.15E-06
857,6.10E-06
858,6.06E-06
859,6.02E-06
860,5.98E-06
861,5.94E-06
862,5.90E-06
863,5.86E-06
864,5.82E-06
865,5.78E-06
866,5.74E-06
867,5.70E-06
868,5.66E-06
869,5.62E-06
870,5.58E-06
871,5.55E-06
872,5.51E-06
873,5.47E-06
874,5.43E-06
875,5.40E-06
876,5.36E-06
877,5.32E-06
878,5.29E-06
879,5.25E-06
880,5.22E-06
881,5.18E-06
882,5.15E-06
883,5.11E-06
884,5.08E-06
885,5.04E-06
886,5.01E-06
887,4.97E-06
888,4.94E-06
889,4.91E-06
890,4.87E-06
891,4.84E-06
892,4.81E-06
893,4.77E-06
894,4.74E-06
895,4.71E-06
896,4.68E-06
897,4.65E-06
898,4.61E-06
899,4.58E-06
900,4.55E-06
901,4.52E-06
902,4.49E-06
903,4.46E-06
904,4.43E-06
905,4.40E-06
906,4.37E-06
907,4.34E-06
908,4.31E-06
909,4.28E-06
910,4.25E-06
911,4.23E-06
912,4.20E-06
913,4.17E-06
914,4.14E-06
915,4.11E-06
916,4.08E-06
917,4.06E-06
918,4.03E-06
919,4.00E-06
920,3.98E-06
921,3.95E-06
922,3.92E-06
923,3.90E-06
924,3.87E-06
925,3.84E-06
926,3.82E-06
927,3.79E-06
928,3.77E-06
929,3.74E-06
930,3.72E-06
931,3.69E-06
932,3.67E-06
933,3.64E-06
934,3.62E-06
935,3.59E-06
936,3.57E-06
937,3.55E-06
938,3.52E-06
939,3.50E-06
940,3.47E-06
941,3.45E-06
942,3.43E-06
943,3.41E-06
944,3.38E-06
945,3.36E-06
946,3.34E-06
947,3.32E-06
948,3.29E-06
949,3.27E-06
950,3.25E-06
951,3.23E-06
952,3.21E-06
953,3.18E-06
954,3.16E-06
955,3.14E-06
956,3.12E-06
957,3.10E-06
958,3.08E-06
959,3.06E-06
960,3.04E-06
961,3.02E-06
962,3.00E-06
963,2.98E-06
964,2.96E-06
965,2.94E-06
966,2.92E-06
967,2.90E-06
968,2.88E-06
969,2.86E-06
970,2.84E-06
971,2.83E-06
972,2.81E-06
973,2.79E-06
974,2.77E-06
975,2.75E-06
976,2.73E-06
977,2.72E-06
978,2.70E-06
979,2.68E-06
980,2.66E-06
981,2.64E-06
982,2.63E-06
983,2.61E-06
984,2.59E-06
985,2.58E-06
986,2.56E-06
987,2.54E-06
